experiment_id	omics_type	condition_2	cell_line	strain	entrez_id	symbol	q_value	log2fc
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	78781	Zc3hav1	0.417231164676056	0.886781515098944
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.432478132476481	0.456267726868961
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.880292672604859	0.242430945075355
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.966115387120528	-0.152282653132843
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.98993295373294	0.0387074352988668
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	78781	Zc3hav1	0.926823724832361	0.127875265686558
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.97350074595354	0.0326713266505955
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.960103046931248	-0.208679582205114
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.401657821601059	0.69793089155997
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.621371029548821	0.423367312611176
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	78781	Zc3hav1	0.978383790234223	0.0232860406870907
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	78781	Zc3hav1	0.813733465434715	0.196754704966951
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.0850130270268332	0.926111539466376
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.604595752759701	0.640588157695174
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.977343556683717	0.0490052281130449
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	78781	Zc3hav1	0.583219427886245	-0.698392814545638
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	78781	Zc3hav1	0.0841281073284735	-1.29676030306918
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.916384204191728	-0.151001524012346
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.599828014378196	1.13329686946684
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	78781	Zc3hav1	0.763233869855733	-0.19816729807025
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	11529	Adh7	0.0237025344235373	1.70893873909865
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	11529	Adh7	0.00355832348854464	2.25985219245233
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	11529	Adh7	0.0104172564790068	1.61093760050558
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	11529	Adh7	0.0146377667683788	1.44668689204414
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	11529	Adh7	0.0702657763359344	1.45088034915525
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	11529	Adh7	0.0794881635438595	1.71777815622145
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	11529	Adh7	0.668595205145509	0.396053332157142
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	11529	Adh7	0.112006185153737	0.964448333743375
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	11529	Adh7	0.00353034453354247	1.81333393972137
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	11529	Adh7	0.26250613046603	0.771618617714046
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	243771	Parp12	0.658101401322446	-0.954184850071528
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	243771	Parp12	0.0881970739397104	1.80155576873091
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	243771	Parp12	1.93484885804154e-05	3.71633442353046
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	243771	Parp12		
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	243771	Parp12	0.966168246263625	-0.0793333906613654
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	243771	Parp12	0.00466734309842417	2.71679824101373
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	243771	Parp12	0.00865109076495498	2.26617043390621
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	243771	Parp12	0.797714293044422	0.517565690214308
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	243771	Parp12		
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	243771	Parp12		
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	243771	Parp12	8.70209515049225e-05	3.60829872733134
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	243771	Parp12	1.83949721682224e-05	4.16440191532455
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	243771	Parp12	0.00830261655936547	2.29203581953238
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	243771	Parp12		
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	243771	Parp12	0.000922635755980838	3.38698775572549
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	243771	Parp12	0.0147781202510623	2.17416452183829
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	243771	Parp12		
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	243771	Parp12		
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	243771	Parp12		
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	243771	Parp12	0.00350624084683624	2.61744337202194
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	243771	Parp12		
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	243771	Parp12	0.108764870365476	1.71419267313349
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	243771	Parp12		
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	243771	Parp12		
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	243771	Parp12	0.972231156305231	0.061206352620655
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	243771	Parp12	0.927296642854462	0.312840310464588
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	243771	Parp12	1.47486115308445e-05	3.8998281340076
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	243771	Parp12	0.752973090832368	0.518439955479851
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	80285	Parp9	0.934688967956332	0.132079579451526
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	80285	Parp9	0.144834531101608	0.891174028464967
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	80285	Parp9	0.781958069143052	0.21214728033097
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	80285	Parp9	0.244102930777203	0.825377263869388
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	107869	Cth	0.932351104970454	-0.773795531866548
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	107869	Cth	0.858802810877796	-1.10616271121939
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	56615	Mgst1	0.427889131155683	-0.544479003629247
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	56615	Mgst1	0.158432452798569	0.620690343627186
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	56615	Mgst1	0.976453368836036	0.0409091716219648
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	56615	Mgst1	0.941303389939683	-0.0761030730098942
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	56615	Mgst1	0.650313596105311	0.538893383754551
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	56615	Mgst1	0.296744635084813	-0.917009375519881
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	56615	Mgst1	0.520400869251459	-0.306503250296704
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	56615	Mgst1	0.300353802283366	1.07910346858798
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	56615	Mgst1	0.173342253789384	0.860580821084249
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	56615	Mgst1	0.324019040017532	0.931627985343528
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	56615	Mgst1	0.774956788478285	0.582598216169872
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	56615	Mgst1	0.0751906227401573	-1.03226519662188
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	56615	Mgst1	0.338839601961093	0.880014363480934
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	56615	Mgst1	0.96445303418109	0.112112827662421
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	56615	Mgst1	0.415422566229499	0.578705259929507
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	56615	Mgst1	0.592385437530286	-0.493672156202812
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	56615	Mgst1	0.57749390741441	-0.497438910330597
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	56615	Mgst1	0.00876037898166494	-1.61661435183489
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	56615	Mgst1	0.118272262149974	1.42004018020788
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	56615	Mgst1	0.643218591072099	-0.422538561021105
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	56615	Mgst1	0.131831406263105	-1.06037776523882
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	56615	Mgst1	0.00349490947565409	-1.88684649188642
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	56615	Mgst1	8.37794894980729e-05	2.36017161651162
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	56615	Mgst1	0.273006830935706	-0.952835298460162
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	56615	Mgst1	0.81314674676534	-0.298874129498078
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	109900	Asl	0.32514176930653	0.594414761432104
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	109900	Asl	0.5580638533469	0.32996810063283
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	109900	Asl	0.959009118656524	-0.0950369000429405
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	109900	Asl	0.00136639007264822	1.25632544203273
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	109900	Asl	0.000529959129822899	1.31308474229536
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	109900	Asl	8.91730522553035e-07	2.00398488895181
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	109900	Asl	0.563174141546901	0.384559315812567
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	109900	Asl	0.47623468103699	0.461438170599864
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	109900	Asl	4.7864595647418e-08	2.32470492400642
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	109900	Asl	2.53133761973563e-06	1.94002026661083
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	226414	Dars	0.619379352476182	0.357338569747095
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	226414	Dars	0.708486320050551	0.381527137647793
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	226414	Dars	0.750607814944772	0.394518579683584
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	226414	Dars	0.475868431789281	0.551375023563803
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	226414	Dars	0.891800777104339	-0.131769878983202
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	226414	Dars	0.984117691188541	0.0485950761958166
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	226414	Dars	2.87847973941395e-08	3.26325143960998
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	226414	Dars	0.59901572295448	-0.296798389598337
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	226414	Dars	0.833392582523588	0.203576869136977
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	226414	Dars	0.846474225351467	-0.223741448365913
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	226414	Dars	3.08553280241042e-05	2.36097371950034
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	226414	Dars	1.1564144511259e-08	3.4175082616903
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	226414	Dars	0.969264796543192	0.0303432545488583
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	226414	Dars	0.621436814245473	0.485525179275216
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	226414	Dars	0.543794876395945	0.442250930592566
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	226414	Dars	0.841952489338861	0.774311069806986
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	226414	Dars	0.880644498304584	0.294949781880206
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	226414	Dars	0.172419526245598	0.662394586254388
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	226414	Dars	0.58110050789149	0.674431160298213
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	226414	Dars	0.71156119736485	0.703999775328201
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	226414	Dars	0.750605844166693	0.333472987097766
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	226414	Dars	0.807170417314207	-0.143329094497511
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	226414	Dars	0.621436814245473	0.429830284810587
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	226414	Dars	0.659017783642378	0.586109215464951
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	226414	Dars	4.91701406863337e-09	3.7190511173466
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	226414	Dars	0.829786553207589	0.275389791846947
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	226414	Dars	0.702782504918676	0.440946569120756
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	226414	Dars	3.45327868864423e-11	4.69000553538177
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	226414	Dars	0.528298929525873	0.657102093137089
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	226414	Dars	0.628488204665114	0.828312342698903
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	226414	Dars	0.246816207687112	0.986396617760479
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	226414	Dars	0.00226182198420989	1.84794530552057
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	226414	Dars	0.627346799908294	0.263913979794732
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	226414	Dars	0.266698760390687	0.565316087183514
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	226414	Dars	0.327591174488795	0.527972552359473
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	226414	Dars	0.705925371159288	-0.245164077308594
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	226414	Dars	0.30671250910503	0.811706497885649
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	226414	Dars	0.877246706478501	-0.193020922372809
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	226414	Dars	0.860481548182176	-0.261187121522921
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	226414	Dars	0.399281408512865	0.415605803566074
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	226414	Dars	0.822936545503913	0.391626983362736
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	226414	Dars	0.894422260562812	0.188577926621022
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	226414	Dars	0.739870089059398	-0.205253452877334
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	226414	Dars	0.729750185185002	0.592962606791939
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	226414	Dars	0.885506599997358	0.130334997423408
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	59027	Nampt	5.61636150919753e-10	5.00434617277234
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	59027	Nampt	1.46337530892993e-08	4.19877439961799
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	59027	Nampt	0.143698612966821	1.61562279305611
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	59027	Nampt	0.0368878363055388	2.09892639718224
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	59027	Nampt	2.83987316902741e-06	4.94132065991627
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	59027	Nampt	0.0112466447457115	1.85439904814575
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	59027	Nampt	0.976109436221765	0.0875598687019491
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	59027	Nampt	8.51674413619045e-05	3.61495099988484
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	59027	Nampt	0.000845769423858842	2.79850125333524
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	59027	Nampt	0.960419410824178	-0.0609685465495926
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	59027	Nampt	2.68684598379666e-10	4.84402327637811
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	59027	Nampt	0.871211194938177	0.176452617679733
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	59027	Nampt	0.829022291841216	0.439738687427285
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	59027	Nampt	9.97013103029179e-08	3.70805108094084
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	59027	Nampt	4.41653935645547e-10	4.66539969831114
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	59027	Nampt	0.581329700581987	-0.544113732693639
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	59027	Nampt	0.90277793109573	0.220392518471353
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	59027	Nampt	0.96995443105366	0.130674704805689
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	59027	Nampt	0.000331899748130695	2.38225296753183
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	59027	Nampt	0.857888454839093	0.279925719911978
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	59027	Nampt	0.0245094272061945	2.23338460633373
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	59027	Nampt	0.0508085425526199	1.88898563665876
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	59027	Nampt	0.895798632598589	0.530676063535653
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	59027	Nampt	0.286782259203928	0.994418917579454
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	66194	Pycrl	0.479308783203078	0.783050448815602
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	66194	Pycrl	0.847051691024936	0.198630456743474
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	66194	Pycrl	0.0384215793754967	-1.26180231100563
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	66194	Pycrl	0.159130022965794	1.02075456899095
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	66194	Pycrl	0.712644011949652	0.250207250516462
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	66194	Pycrl	0.242251913415109	-1.3258991397439
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	66194	Pycrl	0.128392977921891	1.14976191050674
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	66194	Pycrl	0.704107571460917	0.66269388473096
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	66194	Pycrl	0.108277842840076	-1.21655695086221
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	66194	Pycrl	0.756067881525786	-0.450370967184091
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	66194	Pycrl	0.367308219931753	0.933166339998925
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	66194	Pycrl	0.037406391379017	-2.93471583151518
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	66194	Pycrl	0.355148790059277	-1.60911415448147
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	67054	Paics	0.934379299875461	0.304206537511431
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	67054	Paics		
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	67054	Paics		
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	67054	Paics	0.00100404607562187	3.30700657732491
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	67054	Paics	0.262288423835858	0.512502811941053
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	67054	Paics		
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	67054	Paics		
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	67054	Paics		
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	67054	Paics		
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	67054	Paics	0.371222775238715	0.566682152221434
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	67054	Paics		
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	67054	Paics	0.0886924671647155	-0.943793722846586
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	67054	Paics	0.801907723929597	0.304401219686361
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	67054	Paics	0.000663164853980002	3.4795682013843
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	67054	Paics	0.270593092739882	-0.81307872880866
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	67054	Paics	0.0617176391982695	1.81580151663353
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	67054	Paics		
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	67054	Paics		
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	67054	Paics	0.485362895920235	0.326651987197405
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	67054	Paics	0.0167149585323231	-1.22461983116793
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	67054	Paics		
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	67054	Paics	0.960612045036189	-0.0371211420505951
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	67054	Paics	0.035743953238442	-1.32357994823857
mh5phglobfc-MOUSE	PH	H5N1_D04-MOCK_D04	MOUSE	H5	69719	Cad	0.913810077050155	-0.120496918694076
mh1phglobfc-MOUSE	PH	H1N1_D04-MOCK_D04	MOUSE	H1	69719	Cad	0.575613502689329	0.725899742066479
mh5phglobfc-MOUSE	PH	H5N1_D03-MOCK_D04	MOUSE	H5	69719	Cad	0.000316899956090871	1.2420888344531
